"Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated","ProductRelated_Duration","BounceRates","ExitRates","PageValues","SpecialDay","Month","OperatingSystems","Browser","Region","TrafficType","VisitorType","Weekend","Revenue","Month_encoded","VisitorType_isNew_Visitor","VisitorType_isReturning_Visitor","Session_Duration","Page_Count","Avg_Duration_Per_Page"
"12","402.5","0","0","38","1485.566667","0.006818182","0.015649351","27.7134","0","May","3","2","1","7","Returning_Visitor","0","0","4","0","1","1888.066667","50","37.76133334"
"0","0","0","0","4","67","0","0.05","0","0.6","May","2","4","1","3","Returning_Visitor","0","0","4","0","1","67","4","16.75"
"1","33","0","0","57","2816.55307","0","0.005858586","0","0","May","2","2","2","1","Returning_Visitor","0","0","4","0","1","2849.55307","58","49.130225344828"
"0","0","0","0","13","136","0.142857143","0.154761905","0","0.8","May","3","2","7","13","Returning_Visitor","0","0","4","0","1","136","13","10.461538461538"
"1","51","2","176","37","1420.733333","0","0.012612613","102.3538378","0","May","2","5","7","4","Returning_Visitor","1","1","4","0","1","1647.733333","40","41.193333325"
"0","0","0","0","5","108","0","0.04","0","0","May","2","2","3","2","Returning_Visitor","1","0","4","0","1","108","5","21.6"
"0","0","0","0","8","152","0.0375","0.070833333","0","0.6","May","3","2","1","2","Returning_Visitor","0","0","4","0","1","152","8","19"
"1","31","0","0","10","347","0","0.022222222","0","0","May","1","1","1","1","Returning_Visitor","1","0","4","0","1","378","11","34.363636363636"
"2","21.33333333","0","0","3","45.33333333","0","0.0125","0","0","May","3","2","4","4","Returning_Visitor","1","0","4","0","1","66.66666666","5","13.333333332"
"6","71.5","1","37","15","287.2916667","0","0.001234568","0","0","May","1","1","3","2","Returning_Visitor","0","0","4","0","1","395.7916667","22","17.990530304545"
"7","51","3","222","21","654.5","0","0.007142857","0","0","May","2","2","1","4","New_Visitor","0","0","4","1","0","927.5","31","29.91935483871"
"0","0","0","0","8","202.8333333","0","0.014285714","0","0","May","2","4","1","2","Returning_Visitor","0","0","4","0","1","202.8333333","8","25.3541666625"
"2","72.5","0","0","10","1580","0","0.018181818","100.0963636","0","May","2","2","1","2","Returning_Visitor","0","1","4","0","1","1652.5","12","137.70833333333"
"0","0","0","0","81","2071","0.012345679","0.025308642","0","0.6","May","1","8","3","2","Returning_Visitor","0","0","4","0","1","2071","81","25.567901234568"
"0","0","0","0","16","190.75","0","0.01875","0","0","May","2","2","1","4","Returning_Visitor","0","0","4","0","1","190.75","16","11.921875"
"2","71.3","0","0","18","813.8","0.010526316","0.045438596","0","0.8","May","3","2","8","13","Returning_Visitor","0","0","4","0","1","885.1","20","44.255"
"0","0","0","0","9","76","0","0.02962963","0","0","May","2","4","3","3","Returning_Visitor","0","0","4","0","1","76","9","8.4444444444444"
"0","0","0","0","56","4377.983333","0.004285714","0.022295918","0","0.8","May","4","1","1","4","Returning_Visitor","0","0","4","0","1","4377.983333","56","78.178273803571"
"1","0","0","0","8","162.5","0","0.022222222","0","0","May","2","2","1","1","Returning_Visitor","0","0","4","0","1","162.5","9","18.055555555556"
"5","37","1","16","18","463.5","0","0.004545455","0","0","May","2","5","1","6","Returning_Visitor","0","0","4","0","1","516.5","24","21.520833333333"
"0","0","0","0","17","182","0","0.0375","0","0","May","2","4","4","3","Returning_Visitor","0","0","4","0","1","182","17","10.705882352941"
"2","30","1","134","31","519.9166667","0","0.001470588","0","0","May","2","2","7","18","New_Visitor","0","0","4","1","0","683.9166667","34","20.115196079412"
"2","23","0","0","31","618","0","0.006451613","0","0","May","2","2","9","3","Returning_Visitor","0","0","4","0","1","641","33","19.424242424242"
"0","0","0","0","7","193.3333333","0.028571429","0.057142857","0","0","May","2","4","3","3","Returning_Visitor","0","0","4","0","1","193.3333333","7","27.619047614286"
"0","0","0","0","3","20","0","0.066666667","0","0","May","2","2","1","4","Returning_Visitor","0","0","4","0","1","20","3","6.6666666666667"
"0","0","0","0","2","157","0","0.05","0","0","May","1","1","6","3","Returning_Visitor","0","0","4","0","1","157","2","78.5"
"2","105","0","0","16","305.4285714","0","0.01875","0","0.2","May","1","8","3","11","Returning_Visitor","0","0","4","0","1","410.4285714","18","22.8015873"
"0","0","0","0","8","65","0.025","0.05","0","0","May","2","2","4","13","Returning_Visitor","1","0","4","0","1","65","8","8.125"
"1","4","0","0","36","440.6","0.011111111","0.041898148","0","1","May","3","2","3","1","Returning_Visitor","1","0","4","0","1","444.6","37","12.016216216216"
"0","0","0","0","4","61","0","0.025","0","0","May","1","1","4","4","Returning_Visitor","0","0","4","0","1","61","4","15.25"
"0","0","0","0","7","1689","0.028571429","0.085714286","0","0.6","May","2","2","3","3","Returning_Visitor","0","0","4","0","1","1689","7","241.28571428571"
"1","20.5","1","13","57","1518.903694","0","0.022947455","13.40247586","0","May","2","2","1","4","Returning_Visitor","0","0","4","0","1","1552.403694","59","26.311927016949"
"1","38","0","0","16","727.7142857","0.038888889","0.045198413","18.66333333","0","May","3","2","4","4","Returning_Visitor","1","0","4","0","1","765.7142857","17","45.042016805882"
"1","6","0","0","24","302.9833333","0.018181818","0.022727273","0","0.6","May","3","2","1","3","Returning_Visitor","0","0","4","0","1","308.9833333","25","12.359333332"
"5","112.3333333","0","0","55","2831.561111","0","0.028576998","8.903557895","0","May","2","2","3","1","Returning_Visitor","0","0","4","0","1","2943.8944443","60","49.064907405"
"0","0","0","0","20","480.8571429","0.001754386","0.005789474","0","1","May","1","8","1","19","Returning_Visitor","1","0","4","0","1","480.8571429","20","24.042857145"
"0","0","0","0","6","82","0.15","0.183333333","0","0.6","May","2","2","3","1","Returning_Visitor","0","0","4","0","1","82","6","13.666666666667"
"6","245.4666667","0","0","57","1575.216667","0.006896552","0.030172414","0","0","May","4","2","3","6","Returning_Visitor","0","0","4","0","1","1820.6833337","63","28.899735455556"
"5","86.16666667","1","13","55","1546.503822","0.015577078","0.019159146","9.139760775","0","May","2","2","1","2","Returning_Visitor","1","0","4","0","1","1645.67048867","61","26.978204732295"
"0","0","0","0","2","0","0.2","0.2","0","0","May","2","2","6","13","Returning_Visitor","0","0","4","0","1","0","2","0"
"1","10","3","47.66666667","34","944.297619","0","0.0125","0","0","May","2","2","3","6","Returning_Visitor","0","0","4","0","1","1001.96428567","38","26.367481201842"
"0","0","0","0","6","186","0","0.072222222","0","0","May","1","1","8","3","Returning_Visitor","0","0","4","0","1","186","6","31"
"4","104.5","1","54","25","796.3","0","0.024074074","0","0.8","May","2","6","1","4","Returning_Visitor","0","0","4","0","1","954.8","30","31.826666666667"
"0","0","0","0","17","65","0.047058824","0.076470588","0","0.8","May","2","2","1","3","Returning_Visitor","0","0","4","0","1","65","17","3.8235294117647"
"0","0","0","0","26","1035.821429","0.003846154","0.034935897","0","0","May","2","7","1","2","Returning_Visitor","0","0","4","0","1","1035.821429","26","39.839285730769"
"0","0","0","0","20","298.5","0.01","0.04","0","0","May","2","4","3","1","Returning_Visitor","0","0","4","0","1","298.5","20","14.925"
"0","0","0","0","1","612","0","0.1","0","0","May","1","1","1","3","Returning_Visitor","0","0","4","0","1","612","1","612"
"0","0","0","0","141","2886.523521","0.004316547","0.018798094","0","0.8","May","2","2","4","3","Returning_Visitor","0","0","4","0","1","2886.523521","141","20.471798021277"
"9","177","2","500","88","2663.82381","0.008163265","0.025918367","5.479532313","0.6","May","4","2","8","4","Returning_Visitor","0","0","4","0","1","3340.82381","99","33.745695050505"
"0","0","5","161.5","60","2789.166667","0","0.005026455","31.31885714","0","May","2","2","6","2","Returning_Visitor","0","1","4","0","1","2950.666667","65","45.3948718"
"3","52","0","0","13","295.6666667","0.014285714","0.042857143","0","0.2","May","3","2","1","13","Returning_Visitor","0","0","4","0","1","347.6666667","16","21.72916666875"
"0","0","0","0","26","3242","0.005555556","0.031388889","0","0","May","4","1","4","6","Returning_Visitor","1","0","4","0","1","3242","26","124.69230769231"
"0","0","0","0","50","1735.595238","0","0.008746356","0","0.2","May","2","2","3","1","Returning_Visitor","0","0","4","0","1","1735.595238","50","34.71190476"
"2","25.5","0","0","13","908.5","0","0.013333333","19.78533333","0","May","3","2","4","1","Returning_Visitor","1","1","4","0","1","934","15","62.266666666667"
"0","0","0","0","1","0","0.2","0.2","0","0.8","May","4","1","1","4","Returning_Visitor","0","0","4","0","1","0","1","0"
"2","87.25","0","0","56","2094.983333","0.032738095","0.063214286","0","0.8","May","2","4","3","3","Returning_Visitor","0","0","4","0","1","2182.233333","58","37.624712637931"
"4","57.5","0","0","27","608.4","0.014814815","0.016722783","7.108148148","0","May","2","2","3","13","Returning_Visitor","0","0","4","0","1","665.9","31","21.48064516129"
"5","50.66666667","0","0","85","3731.079365","0.014942529","0.039042146","0","1","May","2","2","3","6","Returning_Visitor","1","0","4","0","1","3781.74603167","90","42.019400351889"
"8","294.5","3","231.7","24","1034.583333","0","0.015196078","9.877647059","0","May","2","4","3","3","Returning_Visitor","0","1","4","0","1","1560.783333","35","44.593809514286"
"0","0","0","0","12","590.8333333","0.01","0.03","0","0","May","1","1","6","4","Returning_Visitor","0","0","4","0","1","590.8333333","12","49.236111108333"
"4","362","1","61","17","819","0","0.005","0","0","May","2","2","2","1","Returning_Visitor","0","0","4","0","1","1242","22","56.454545454545"
"0","0","0","0","6","127","0","0.016666667","0","0.8","May","2","2","3","4","Returning_Visitor","0","0","4","0","1","127","6","21.166666666667"
"7","96","3","313","65","2091.662821","0.012206573","0.030146368","6.147633803","0","May","3","2","3","4","Returning_Visitor","1","0","4","0","1","2500.662821","75","33.342170946667"
"0","0","0","0","80","3279.407576","0.01875","0.041944444","0","0.4","May","2","4","7","2","Returning_Visitor","0","0","4","0","1","3279.407576","80","40.9925947"
"4","157","0","0","41","896.0666667","0","0.013043478","4.430347826","0.2","May","2","6","2","13","Returning_Visitor","0","0","4","0","1","1053.0666667","45","23.401481482222"
"0","0","0","0","5","309","0.05","0.045","0","0","May","1","1","1","2","Returning_Visitor","1","0","4","0","1","309","5","61.8"
"8","820.8","1","29.5","59","1609.313889","0.010447761","0.030795428","12.44030746","0","May","2","4","4","2","Returning_Visitor","1","0","4","0","1","2459.613889","68","36.170792485294"
"0","0","0","0","31","887.9166667","0.038709677","0.069892473","0","0.6","May","1","1","1","15","Returning_Visitor","0","0","4","0","1","887.9166667","31","28.642473119355"
"0","0","0","0","16","462.7333333","0.0125","0.046875","0","0","May","1","1","1","3","Returning_Visitor","0","0","4","0","1","462.7333333","16","28.92083333125"
"0","0","0","0","3","313","0","0.033333333","0","0","May","2","10","5","4","Returning_Visitor","1","0","4","0","1","313","3","104.33333333333"
"8","157","4","60","24","1192.5","0.015151515","0.033760684","5.689554113","0","May","2","2","1","7","Returning_Visitor","0","0","4","0","1","1409.5","36","39.152777777778"
"4","316.8333333","1","13","73","3085.007143","0.008333333","0.02475118","2.323162162","0.2","May","3","2","1","13","Returning_Visitor","0","0","4","0","1","3414.8404763","78","43.78000610641"
"2","17","0","0","14","260.2","0","0.0375","0","0.4","May","2","2","3","3","Returning_Visitor","0","0","4","0","1","277.2","16","17.325"
"0","0","0","0","43","1425.183333","0.004651163","0.006976744","0","0.8","May","2","6","1","1","Returning_Visitor","0","0","4","0","1","1425.183333","43","33.14379844186"
"0","0","0","0","68","746.8","0.002941176","0.011470588","0","0","May","2","2","1","13","Returning_Visitor","0","0","4","0","1","746.8","68","10.982352941176"
"2","235","0","0","23","1193","0","0.008333333","45.6125","0","May","3","2","7","2","New_Visitor","0","1","4","1","0","1428","25","57.12"
"9","367","0","0","85","2387.990657","0","0.016080586","3.926014129","0","May","3","2","6","4","Returning_Visitor","1","1","4","0","1","2754.990657","94","29.308411244681"
"4","51.01923077","0","0","133","3068.922487","0.004890511","0.0122463","1.786819082","0","May","2","2","3","3","Returning_Visitor","0","0","4","0","1","3119.94171777","137","22.77329721"
"4","165","0","0","59","3096.375","0.007526882","0.019247312","8.126193548","0","May","2","2","1","2","Returning_Visitor","0","1","4","0","1","3261.375","63","51.767857142857"
"0","0","0","0","19","1040.2","0","0.011111111","115.98","0","May","2","2","6","2","New_Visitor","1","1","4","1","0","1040.2","19","54.747368421053"
"0","0","0","0","6","180.1666667","0","0.016666667","0","0","May","1","1","7","2","Returning_Visitor","1","0","4","0","1","180.1666667","6","30.027777783333"
"0","0","0","0","3","140","0.066666667","0.133333333","0","0","May","3","2","1","3","Returning_Visitor","0","0","4","0","1","140","3","46.666666666667"
"0","0","0","0","9","1217.2","0.033333333","0.040740741","0","0","May","1","1","5","4","Returning_Visitor","0","0","4","0","1","1217.2","9","135.24444444444"
"0","0","0","0","7","80.5","0.028571429","0.038095238","0","0","May","1","1","3","3","Returning_Visitor","0","0","4","0","1","80.5","7","11.5"
"0","0","0","0","41","3272","0.045238095","0.078571429","0","0.8","May","2","6","1","6","Returning_Visitor","0","0","4","0","1","3272","41","79.80487804878"
"6","175","0","0","6","262","0","0.018181818","0","0","May","1","1","4","2","Returning_Visitor","1","0","4","0","1","437","12","36.416666666667"
"1","4","0","0","31","1075.759524","0","0.007758621","0","0","May","2","6","2","11","New_Visitor","0","0","4","1","0","1079.759524","32","33.742485125"
"0","0","0","0","11","399.6666667","0.054545455","0.072727273","0","0.8","May","2","2","1","2","Returning_Visitor","0","0","4","0","1","399.6666667","11","36.333333336364"
"0","0","0","0","8","166.1666667","0","0.025","0","0","May","2","2","3","4","Returning_Visitor","0","0","4","0","1","166.1666667","8","20.7708333375"
"0","0","0","0","1","0","0.2","0.2","0","0","May","3","2","6","1","Returning_Visitor","1","0","4","0","1","0","1","0"
"3","38.16666667","0","0","5","77.66666667","0","0.0125","0","0","May","1","1","5","3","Returning_Visitor","0","0","4","0","1","115.83333334","8","14.4791666675"
"0","0","0","0","16","641.5","0","0.0375","0","0","May","4","1","7","1","Returning_Visitor","0","0","4","0","1","641.5","16","40.09375"
"14","375.2785714","0","0","156","5432.836783","0.010009921","0.029074729","2.992267778","1","May","2","2","6","1","Returning_Visitor","1","0","4","0","1","5808.1153544","170","34.165384437647"
"1","0","0","0","3","0","0.2","0.2","0","0","May","1","1","4","4","Returning_Visitor","1","0","4","0","1","0","4","0"
"3","143","2","29","3","380","0","0.042857143","0","0.4","May","2","2","4","3","New_Visitor","0","0","4","1","0","552","8","69"
"0","0","0","0","53","1556.6","0","0.026415094","0","0.4","May","2","2","3","6","Returning_Visitor","0","0","4","0","1","1556.6","53","29.369811320755"
"9","139","1","109","33","752.4592075","0.002777778","0.006415344","0","0","May","1","1","1","15","Returning_Visitor","1","0","4","0","1","1000.4592075","43","23.266493197674"
"1","9","0","0","111","2451.869048","0","0.015775776","2.797414715","0.4","May","2","2","8","3","Returning_Visitor","0","1","4","0","1","2460.869048","112","21.972045071429"
"0","0","0","0","36","777.2175325","0.029166667","0.018068783","0","1","May","1","1","7","3","Returning_Visitor","1","0","4","0","1","777.2175325","36","21.589375902778"
"5","96.25","0","0","26","1222.333333","0","0.006451613","42.95612903","0","May","2","2","1","1","Returning_Visitor","0","1","4","0","1","1318.583333","31","42.534946225806"
"0","0","0","0","15","528","0.026666667","0.055555556","0","0","May","2","2","4","3","Returning_Visitor","0","0","4","0","1","528","15","35.2"
"6","40.66666667","0","0","49","783.45","0","0.007692308","4.272807692","0","May","2","2","1","2","Returning_Visitor","1","0","4","0","1","824.11666667","55","14.983939394"
"0","0","0","0","59","2574.725974","0.003508772","0.016621682","2.790473684","0","May","2","2","5","4","Returning_Visitor","0","0","4","0","1","2574.725974","59","43.639423288136"
"2","0","0","0","3","52","0.1","0.111111111","0","0","May","1","2","1","6","Returning_Visitor","1","0","4","0","1","52","5","10.4"
"1","4","0","0","4","151","0","0.08","0","1","May","2","2","3","1","Returning_Visitor","1","0","4","0","1","155","5","31"
"0","0","0","0","2","648","0","0.1","0","0.8","May","1","1","4","1","Returning_Visitor","0","0","4","0","1","648","2","324"
"0","0","0","0","6","114","0","0.033333333","0","0","May","2","2","3","1","Returning_Visitor","1","0","4","0","1","114","6","19"
"2","38.33333333","0","0","68","2277.377056","0.009758454","0.029851908","12.76243133","1","May","2","2","2","2","Returning_Visitor","1","0","4","0","1","2315.71038933","70","33.081576990429"
"0","0","8","707.5","51","3981.892484","0.003389831","0.015404896","0","0.4","May","2","2","8","3","Returning_Visitor","0","0","4","0","1","4689.392484","59","79.481228542373"
"5","114.6666667","0","0","14","222.6666667","0.08","0.097777778","0","0.8","May","3","2","3","13","Returning_Visitor","0","0","4","0","1","337.3333334","19","17.754385968421"
"0","0","0","0","1","0","0.2","0.2","0","0","May","1","1","4","1","Returning_Visitor","1","0","4","0","1","0","1","0"
"0","0","0","0","5","200","0","0.05","0","0","May","3","2","1","4","Returning_Visitor","1","0","4","0","1","200","5","40"
"1","9","1","49","25","2454.45","0","0.015384615","31.75846154","0","May","2","2","9","6","Returning_Visitor","0","1","4","0","1","2512.45","27","93.053703703704"
"6","142.3","0","0","108","1479.083333","0.001785714","0.007142857","0","0.8","May","2","2","1","6","Returning_Visitor","0","0","4","0","1","1621.383333","114","14.222660815789"
"5","339.1666667","0","0","20","525.6666667","0","0.004545455","0","0","May","1","2","3","2","Returning_Visitor","0","0","4","0","1","864.8333334","25","34.593333336"
"0","0","0","0","3","18","0.033333333","0.166666667","0","1","May","3","2","1","4","Returning_Visitor","1","0","4","0","1","18","3","6"
"0","0","0","0","13","152.3333333","0.023931624","0.03956044","0","0.8","May","2","2","4","3","Returning_Visitor","0","0","4","0","1","152.3333333","13","11.717948715385"
"0","0","0","0","13","231.5","0.015384615","0.023076923","0","0","May","2","4","3","1","Returning_Visitor","0","0","4","0","1","231.5","13","17.807692307692"
"0","0","0","0","2","13","0","0.1","0","0","May","2","5","1","6","Returning_Visitor","0","0","4","0","1","13","2","6.5"
"3","64","0","0","29","619.4","0","0.007142857","42.89057143","0","May","2","2","1","3","Returning_Visitor","0","1","4","0","1","683.4","32","21.35625"
"0","0","0","0","7","58","0.028571429","0.057142857","0","0","May","2","2","1","4","Returning_Visitor","0","0","4","0","1","58","7","8.2857142857143"
"0","0","1","222","25","1545.833333","0.007692308","0.024358974","0","0","May","2","4","1","2","Returning_Visitor","0","0","4","0","1","1767.833333","26","67.993589730769"
"1","24.5","0","0","46","1525.666667","0","0.006382979","107.2170213","0","May","2","2","2","4","Returning_Visitor","0","1","4","0","1","1550.166667","47","32.982269510638"
"0","0","0","0","1","0","0.2","0.2","0","0","May","2","2","3","2","Returning_Visitor","0","0","4","0","1","0","1","0"
"0","0","0","0","2","19","0","0.1","0","0","May","1","1","6","1","Returning_Visitor","1","0","4","0","1","19","2","9.5"
"0","0","0","0","10","693.5","0","0.022222222","40.43377778","0","May","2","2","1","4","New_Visitor","0","1","4","1","0","693.5","10","69.35"
"8","41","0","0","34","1337.245455","0.01375","0.024214286","0","0","May","1","1","3","2","Returning_Visitor","0","0","4","0","1","1378.245455","42","32.81536797619"
"2","81.5","1","21","18","2199.972222","0.00952381","0.016825397","0","0","May","1","1","1","2","Returning_Visitor","1","0","4","0","1","2302.472222","21","109.64153438095"
"0","0","0","0","2","0","0.2","0.2","0","0","May","2","2","3","6","Returning_Visitor","0","0","4","0","1","0","2","0"
"0","0","0","0","1","0","0.2","0.2","0","0","May","2","2","6","3","Returning_Visitor","0","0","4","0","1","0","1","0"
"0","0","0","0","12","819.9166667","0.005555556","0.040833333","0","0","May","1","1","2","3","Returning_Visitor","1","0","4","0","1","819.9166667","12","68.326388891667"
"0","0","0","0","16","953.5","0","0.014285714","21.588","0.8","May","2","2","9","4","New_Visitor","0","1","4","1","0","953.5","16","59.59375"
"0","0","0","0","10","240.5","0","0.022222222","0","0","May","2","2","8","4","Returning_Visitor","0","0","4","0","1","240.5","10","24.05"
"1","11","0","0","104","4877.257071","0.003921569","0.020140056","0","0","May","2","2","1","6","Returning_Visitor","1","0","4","0","1","4888.257071","105","46.554829247619"
"0","0","0","0","12","404","0","0.033333333","0","0","May","2","4","6","1","Returning_Visitor","0","0","4","0","1","404","12","33.666666666667"
"0","0","2","74","6","83.5","0","0.058333333","0","0.4","May","2","2","1","2","Returning_Visitor","0","0","4","0","1","157.5","8","19.6875"
"1","35","0","0","10","89.33333333","0","0.02","0","0","May","2","2","1","3","New_Visitor","0","0","4","1","0","124.33333333","11","11.303030302727"
"7","78.3","5","120","87","1363.263492","0.004301075","0.008090118","30.80927957","0.6","May","2","2","3","2","Returning_Visitor","0","1","4","0","1","1561.563492","99","15.773368606061"
"4","120","4","64","52","1859.083333","0.010344828","0.018390805","17.24870115","0","May","2","2","2","13","Returning_Visitor","0","1","4","0","1","2043.083333","60","34.051388883333"
"1","5","0","0","7","35","0.114285714","0.123809524","0","0.4","May","1","1","4","15","Returning_Visitor","0","0","4","0","1","40","8","5"
"0","0","3","482.3333333","44","2453.75","0","0.001111111","48.868","0","May","1","1","8","2","Returning_Visitor","1","1","4","0","1","2936.0833333","47","62.469858155319"
"0","0","0","0","8","135.8333333","0","0.025","0","0.4","May","2","2","9","3","Returning_Visitor","0","0","4","0","1","135.8333333","8","16.9791666625"
"0","0","1","0","8","165.8","0.022222222","0.022222222","0","0.6","May","1","1","1","1","Returning_Visitor","0","0","4","0","1","165.8","9","18.422222222222"
"2","15.6","0","0","10","68","0.018181818","0.045454545","0","0.2","May","2","2","2","3","Returning_Visitor","0","0","4","0","1","83.6","12","6.9666666666667"
"0","0","0","0","20","196.8333333","0.04","0.063333333","0","0.6","May","2","2","1","4","Returning_Visitor","0","0","4","0","1","196.8333333","20","9.841666665"
"0","0","0","0","14","207.1666667","0.042857143","0.083333333","0","0.6","May","2","2","7","11","Returning_Visitor","0","0","4","0","1","207.1666667","14","14.79761905"
"0","0","0","0","15","197","0","0.026666667","0","0.2","May","2","2","1","4","Returning_Visitor","0","0","4","0","1","197","15","13.133333333333"
"8","259.8333333","0","0","26","535.4666667","0","0.011494253","0","0","May","2","2","4","4","Returning_Visitor","0","0","4","0","1","795.3","34","23.391176470588"
"1","5","0","0","21","1342.5","0.01","0.02","0","0","May","3","2","2","2","Returning_Visitor","0","0","4","0","1","1347.5","22","61.25"
"1","15","0","0","11","224","0.016666667","0.022222222","47.65566667","0","May","2","5","1","4","Returning_Visitor","0","1","4","0","1","239","12","19.916666666667"
"0","0","0","0","29","520.6","0.015172414","0.045684431","0","0","May","2","2","7","1","Returning_Visitor","0","0","4","0","1","520.6","29","17.951724137931"
"6","88","0","0","17","538.9666667","0","0.021929825","0","0","May","2","2","5","4","Returning_Visitor","0","0","4","0","1","626.9666667","23","27.259420291304"
"0","0","0","0","4","112","0","0.075","0","0.6","May","2","2","4","3","Returning_Visitor","0","0","4","0","1","112","4","28"
"0","0","0","0","36","319.5","0.047777778","0.088888889","0","0","May","2","2","3","1","Returning_Visitor","0","0","4","0","1","319.5","36","8.875"
"0","0","0","0","1","0","0.2","0.2","0","0","May","2","2","4","3","Returning_Visitor","0","0","4","0","1","0","1","0"
"0","0","0","0","3","14","0.155555556","0.155555556","0","0","May","1","1","4","4","Returning_Visitor","1","0","4","0","1","14","3","4.6666666666667"
"0","0","0","0","12","168.2857143","0","0.069444444","0","0.8","May","2","2","2","2","Returning_Visitor","0","0","4","0","1","168.2857143","12","14.023809525"
"0","0","0","0","79","1562.866667","0.017721519","0.02124774","0","0.8","May","3","2","1","13","Returning_Visitor","0","0","4","0","1","1562.866667","79","19.783122367089"
"5","389","0","0","5","310.5","0","0.014285714","0","0","May","2","4","2","2","New_Visitor","0","0","4","1","0","699.5","10","69.95"
"0","0","0","0","19","411.8","0.021052632","0.044736842","0","0.8","May","2","2","1","1","Returning_Visitor","0","0","4","0","1","411.8","19","21.673684210526"
"4","122.5","0","0","66","1706.712281","0","0.00957265","0","0","May","2","2","1","4","Returning_Visitor","0","0","4","0","1","1829.212281","70","26.131604014286"
"2","127","0","0","19","1431.666667","0","0.01","0","0.2","May","2","2","4","2","Returning_Visitor","0","0","4","0","1","1558.666667","21","74.222222238095"
"1","0","1","0","0","0","0.2","0.2","0","0","May","1","1","6","2","Returning_Visitor","0","0","4","0","1","0","2","0"
"0","0","0","0","12","259.5","0.008333333","0.033333333","0","0","May","2","4","6","6","Returning_Visitor","0","0","4","0","1","259.5","12","21.625"
"0","0","0","0","2","21","0","0.1","0","1","May","2","2","7","1","Returning_Visitor","1","0","4","0","1","21","2","10.5"
"3","78.5","0","0","10","673","0.015384615","0.01025641","0","0.6","May","1","2","1","4","New_Visitor","0","0","4","1","0","751.5","13","57.807692307692"
"2","96","2","18","53","2130.025","0","0.010061728","0","0","May","2","2","3","4","Returning_Visitor","0","0","4","0","1","2244.025","57","39.368859649123"
"2","162","0","0","7","204.5","0","0.022222222","0","0","May","1","1","8","2","New_Visitor","0","0","4","1","0","366.5","9","40.722222222222"
"0","0","0","0","3","15","0","0.066666667","0","0.2","May","1","1","3","3","Returning_Visitor","0","0","4","0","1","15","3","5"
"0","0","0","0","2","17","0","0.1","0","0","May","2","2","2","4","Returning_Visitor","0","0","4","0","1","17","2","8.5"
"1","69","1","4","17","319","0","0.010526316","0","0","May","2","2","9","2","Returning_Visitor","1","0","4","0","1","392","19","20.631578947368"
"0","0","0","0","8","376.3333333","0","0.028571429","53.988","0","May","2","2","2","4","Returning_Visitor","1","1","4","0","1","376.3333333","8","47.0416666625"
"0","0","0","0","24","805","0","0.008695652","53.988","0","May","2","2","1","2","New_Visitor","1","1","4","1","0","805","24","33.541666666667"
"3","48","0","0","41","506.7166667","0.004444444","0.013968254","10.48533333","0","May","2","2","2","3","Returning_Visitor","0","0","4","0","1","554.7166667","44","12.607196970455"
"0","0","0","0","2","3","0","0.1","0","0.6","May","2","10","3","1","Returning_Visitor","0","0","4","0","1","3","2","1.5"
"2","84.5","0","0","17","596.0833333","0","0.03697479","0","0","May","2","4","3","3","Returning_Visitor","0","0","4","0","1","680.5833333","19","35.820175436842"
"0","0","1","0","1","102","0","0.1","0","0.4","May","2","2","1","2","Returning_Visitor","0","0","4","0","1","102","2","51"
"0","0","0","0","10","313.3333333","0.046969697","0.087878788","8.397818182","0","May","2","2","1","1","Returning_Visitor","0","0","4","0","1","313.3333333","10","31.33333333"
"4","85","0","0","22","452.5833333","0","0.008333333","107.94","0","May","2","2","6","4","New_Visitor","0","1","4","1","0","537.5833333","26","20.67628205"
"3","72.5","4","148","24","377.5","0.006666667","0.02","0","0.6","May","1","1","1","3","Returning_Visitor","0","0","4","0","1","598","31","19.290322580645"
"0","0","0","0","51","1620.183333","0.004313725","0.02129085","0","1","May","2","2","8","3","Returning_Visitor","1","0","4","0","1","1620.183333","51","31.768300647059"
"0","0","0","0","3","18","0","0.066666667","0","0.2","May","2","2","2","5","Returning_Visitor","0","0","4","0","1","18","3","6"
"0","0","0","0","41","963","0","0.015811966","0","0","May","2","2","6","1","Returning_Visitor","0","0","4","0","1","963","41","23.487804878049"
"2","5","0","0","0","0","0","0.066666667","0","0.8","May","1","1","8","5","New_Visitor","0","0","4","1","0","5","2","2.5"
"2","73","0","0","11","327.6666667","0.033333333","0.033333333","0","0.2","May","3","2","3","13","Returning_Visitor","0","0","4","0","1","400.6666667","13","30.820512823077"
"0","0","0","0","29","743.1666667","0","0.006896552","0","0","May","1","1","6","4","Returning_Visitor","0","0","4","0","1","743.1666667","29","25.626436782759"
"0","0","0","0","6","34","0.133333333","0.166666667","0","0.4","May","3","2","4","13","Returning_Visitor","0","0","4","0","1","34","6","5.6666666666667"
"8","149.5","0","0","55","2598.991667","0.003278689","0.008196721","48.72995628","0","May","2","4","8","2","Returning_Visitor","1","0","4","0","1","2748.491667","63","43.626851857143"
"0","0","0","0","2","53","0","0.1","0","0","May","4","2","4","13","Returning_Visitor","0","0","4","0","1","53","2","26.5"
"3","91.5","0","0","36","1266.5","0.038888889","0.052777778","0","0.4","May","2","2","1","2","Returning_Visitor","0","0","4","0","1","1358","39","34.820512820513"
